user_id,content_id,watch_date,watch_duration,device_type
U0553,C0199,2023-11-06,95,Tablet
U0569,C0475,2024-05-22,33,Tablet
U0323,C0310,2022-08-27,67,Smart TV
U0781,C0269,2020-09-06,22,Tablet
U0779,C0051,2023-12-14,48,Laptop
U0263,C0383,2020-07-31,40,Tablet
U0549,C0317,2022-11-26,92,Smart TV
U0403,C0092,2023-09-05,51,Desktop
U0895,C0201,2022-10-20,101,Smart TV
U0396,C0236,2023-10-17,14,Laptop
U0865,C0016,2023-11-23,55,Laptop
U0988,C0199,2023-01-28,20,Laptop
U0523,C0358,2024-04-18,44,Laptop
U0427,C0366,2024-02-01,80,Tablet
U0116,C0063,2022-01-03,58,Smart TV
U0064,C0039,2024-02-08,66,Smart TV
U0051,C0339,2023-05-17,67,Desktop
U0088,C0045,2024-03-12,108,Tablet
U0705,C0225,2023-10-23,70,Desktop
U0805,C0144,2021-05-25,77,Smart TV
U0923,C0431,2021-11-14,62,Laptop
U0113,C0011,2023-09-03,132,Laptop
U0721,C0024,2023-05-08,34,Tablet
U0894,C0184,2023-03-07,72,Tablet
U0943,C0327,2023-12-10,92,Smart TV
U0332,C0312,2023-08-17,57,Laptop
U0614,C0405,2022-11-28,141,Desktop
U0039,C0133,2022-03-20,68,Desktop
U0763,C0129,2021-12-26,80,Laptop
U0445,C0459,2023-07-16,41,Laptop
U0328,C0484,2024-01-16,54,Tablet
U0929,C0236,2023-08-02,55,Desktop
U0561,C0211,2022-02-24,96,Laptop
U0963,C0023,2022-03-31,79,Desktop
U0113,C0333,2023-05-11,79,Desktop
U0975,C0105,2020-09-15,49,Laptop
U0459,C0346,2023-07-31,35,Tablet
U0573,C0179,2022-10-14,60,Desktop
U0976,C0143,2023-05-18,61,Tablet
U0458,C0011,2024-04-19,55,Mobile
U0263,C0219,2022-02-04,53,Desktop
U0373,C0299,2024-05-08,62,Smart TV
U0594,C0334,2023-12-04,68,Tablet
U0716,C0315,2024-05-20,34,Laptop
U0536,C0059,2022-12-26,104,Mobile
U0825,C0180,2023-06-24,69,Desktop
U0552,C0028,2023-08-07,1,Laptop
U0444,C0480,2023-04-05,39,Desktop
U0660,C0130,2023-08-04,37,Laptop
U0852,C0081,2023-07-22,69,Desktop
U0900,C0328,2024-02-12,14,Smart TV
U0432,C0391,2021-10-22,21,Laptop
U0229,C0412,2023-09-20,69,Tablet
U0329,C0082,2021-09-28,3,Desktop
U0431,C0068,2024-02-18,51,Tablet
U0531,C0128,2022-09-10,62,Desktop
U0871,C0084,2021-07-26,48,Laptop
U0372,C0235,2024-04-15,46,Mobile
U0890,C0416,2022-07-27,68,Smart TV
U0319,C0153,2023-12-08,13,Mobile
U0637,C0482,2024-03-01,44,Desktop
U0443,C0468,2022-05-27,37,Laptop
U0913,C0268,2023-09-21,83,Mobile
U0249,C0425,2024-04-28,41,Mobile
U0558,C0268,2024-04-04,66,Tablet
U0983,C0262,2022-07-24,25,Desktop
U0400,C0202,2023-09-21,56,Desktop
U0367,C0267,2024-06-22,79,Desktop
U0315,C0449,2023-07-25,77,Smart TV
U0357,C0284,2021-10-26,35,Desktop
U0865,C0466,2023-01-21,61,Tablet
U0964,C0239,2023-10-01,72,Tablet
U0642,C0425,2022-09-24,52,Tablet
U0262,C0113,2024-03-03,91,Desktop
U0699,C0382,2022-06-27,55,Laptop
U0395,C0096,2023-08-15,119,Mobile
U0847,C0152,2023-03-31,76,Smart TV
U0182,C0390,2022-11-01,62,Smart TV
U0330,C0442,2022-06-25,84,Smart TV
U0790,C0220,2024-04-22,40,Smart TV
U0468,C0269,2024-06-18,74,Mobile
U0209,C0022,2020-05-09,150,Desktop
U0611,C0071,2023-04-06,64,Tablet
U0863,C0194,2024-06-23,46,Desktop
U0570,C0342,2021-05-19,78,Desktop
U0143,C0475,2021-06-06,29,Tablet
U0537,C0170,2022-02-05,43,Tablet
U0943,C0290,2023-07-27,16,Laptop
U0973,C0127,2024-06-29,83,Smart TV
U0100,C0377,2023-11-19,12,Desktop
U0706,C0109,2023-08-18,28,Smart TV
U0710,C0114,2024-01-01,51,Mobile
U0851,C0241,2023-05-31,71,Tablet
U0300,C0480,2024-01-24,24,Mobile
U0496,C0413,2023-10-14,23,Tablet
U0602,C0139,2023-10-28,74,Tablet
U0568,C0164,2024-02-13,66,Smart TV
U0442,C0245,2022-02-26,66,Mobile
U0210,C0095,2021-07-20,77,Mobile
U0943,C0150,2024-03-25,58,Mobile
U0962,C0403,2024-02-25,21,Tablet
U0751,C0205,2024-02-10,15,Tablet
U0349,C0496,2020-09-02,22,Laptop
U0958,C0273,2021-07-06,34,Desktop
U0692,C0425,2023-08-26,45,Laptop
U0659,C0010,2021-02-10,115,Mobile
U0224,C0048,2023-10-08,47,Desktop
U0205,C0042,2023-10-30,81,Tablet
U0269,C0012,2022-07-28,58,Mobile
U0660,C0228,2024-03-10,0,Laptop
U0196,C0001,2024-04-17,59,Laptop
U0208,C0269,2023-12-29,93,Smart TV
U0689,C0368,2023-11-22,39,Desktop
U0640,C0494,2023-04-23,65,Smart TV
U0357,C0084,2024-01-23,64,Smart TV
U0261,C0355,2023-12-20,82,Mobile
U0516,C0188,2023-12-18,49,Mobile
U0274,C0003,2024-05-01,15,Tablet
U0795,C0031,2021-07-27,57,Smart TV
U0223,C0340,2023-08-21,64,Smart TV
U0418,C0122,2023-06-24,39,Laptop
U0763,C0263,2022-12-10,72,Laptop
U0152,C0308,2021-07-29,78,Mobile
U0787,C0470,2023-08-13,86,Mobile
U0684,C0356,2023-03-21,78,Tablet
U0828,C0073,2023-06-03,36,Tablet
U0662,C0141,2024-04-18,53,Tablet
U0381,C0323,2024-02-23,74,Desktop
U0882,C0101,2021-11-12,95,Smart TV
U0373,C0453,2024-02-07,59,Laptop
U0324,C0094,2024-05-08,32,Smart TV
U0061,C0428,2023-03-10,4,Mobile
U0054,C0376,2024-03-31,61,Smart TV
U0658,C0213,2023-02-03,90,Tablet
U0987,C0374,2023-05-05,55,Laptop
U0088,C0304,2023-08-24,60,Desktop
U0583,C0197,2023-05-23,48,Smart TV
U0534,C0289,2024-06-25,18,Laptop
U0310,C0466,2023-05-30,70,Tablet
U0570,C0277,2023-08-26,138,Laptop
U0708,C0187,2023-02-16,61,Desktop
U0072,C0379,2023-12-06,41,Smart TV
U0910,C0165,2024-06-27,71,Smart TV
U0427,C0217,2024-06-02,63,Mobile
U0463,C0403,2024-04-22,17,Mobile
U0799,C0453,2022-06-25,91,Smart TV
U0019,C0107,2024-05-21,57,Laptop
U0718,C0024,2023-06-10,70,Tablet
U0912,C0203,2022-08-19,97,Mobile
U0009,C0079,2023-08-17,24,Smart TV
U0922,C0353,2021-03-12,62,Tablet
U0881,C0155,2022-01-18,50,Mobile
U0162,C0085,2024-06-19,113,Desktop
U0161,C0488,2022-03-10,96,Tablet
U0116,C0280,2022-12-28,44,Tablet
U0246,C0142,2021-05-21,53,Laptop
U0222,C0045,2021-08-03,72,Smart TV
U0203,C0487,2020-12-06,63,Laptop
U0866,C0473,2024-06-25,80,Tablet
U0882,C0038,2021-03-10,0,Smart TV
U0635,C0400,2024-02-06,106,Tablet
U0781,C0350,2023-11-16,64,Smart TV
U0231,C0058,2021-03-11,55,Laptop
U0724,C0338,2021-11-02,89,Tablet
U0958,C0406,2024-06-02,56,Tablet
U0981,C0474,2024-05-08,45,Smart TV
U0884,C0492,2023-08-03,44,Laptop
U0328,C0221,2020-07-11,19,Smart TV
U0709,C0457,2023-10-07,81,Smart TV
U0147,C0024,2024-05-24,0,Smart TV
U0861,C0289,2022-02-09,73,Laptop
U0884,C0444,2022-11-18,83,Tablet
U0650,C0041,2023-10-03,91,Smart TV
U0627,C0270,2024-02-06,90,Desktop
U0452,C0202,2022-04-09,78,Tablet
U0555,C0089,2022-11-03,119,Mobile
U0002,C0230,2023-07-24,73,Laptop
U0474,C0404,2023-09-02,78,Desktop
U0553,C0142,2023-12-30,83,Laptop
U0852,C0302,2023-10-26,87,Laptop
U0431,C0447,2023-10-30,36,Tablet
U0756,C0225,2023-01-26,24,Mobile
U0912,C0109,2023-02-20,27,Laptop
U0245,C0392,2023-01-22,80,Mobile
U0186,C0194,2023-10-25,34,Laptop
U0352,C0416,2023-10-08,56,Smart TV
U0636,C0338,2024-02-14,0,Laptop
U0341,C0085,2021-02-05,108,Tablet
U0342,C0173,2022-08-10,100,Laptop
U0877,C0064,2023-06-20,59,Smart TV
U0269,C0114,2021-09-03,102,Tablet
U0729,C0024,2023-09-13,59,Desktop
U0355,C0190,2022-10-17,36,Smart TV
U0474,C0093,2024-01-19,115,Tablet
U0053,C0175,2024-02-05,76,Smart TV
U0021,C0199,2021-09-19,26,Desktop
U0542,C0422,2023-06-22,87,Smart TV
U0838,C0075,2021-11-22,43,Desktop
U0594,C0232,2023-07-16,20,Desktop
U0810,C0495,2021-07-28,0,Smart TV
U0249,C0324,2023-06-27,73,Laptop
U0774,C0166,2023-09-24,105,Tablet
U0675,C0198,2024-04-23,106,Mobile
U0906,C0043,2024-04-02,43,Smart TV
U0044,C0007,2020-12-20,78,Desktop
U0610,C0412,2023-09-24,98,Desktop
U0223,C0496,2023-09-09,73,Laptop
U0448,C0359,2023-07-26,76,Smart TV
U0158,C0238,2022-09-03,87,Mobile
U0924,C0409,2024-03-17,23,Smart TV
U0046,C0372,2023-08-08,42,Smart TV
U0830,C0456,2023-03-19,22,Tablet
U0132,C0044,2024-01-02,60,Mobile
U0893,C0234,2023-09-06,30,Mobile
U0958,C0158,2022-01-03,38,Laptop
U0638,C0366,2024-01-19,64,Laptop
U0747,C0345,2023-07-02,102,Tablet
U0261,C0456,2023-11-26,61,Tablet
U0345,C0287,2023-05-04,72,Smart TV
U0917,C0227,2024-06-01,51,Laptop
U0453,C0021,2023-09-11,105,Smart TV
U0508,C0388,2021-11-13,24,Tablet
U0985,C0035,2022-02-21,52,Tablet
U0322,C0381,2023-01-18,35,Tablet
U0887,C0364,2023-10-01,17,Smart TV
U0089,C0320,2023-04-16,23,Tablet
U0909,C0100,2024-03-31,61,Mobile
U0212,C0417,2024-01-09,63,Laptop
U0746,C0479,2023-11-22,115,Desktop
U0111,C0426,2021-11-27,113,Tablet
U0366,C0293,2021-08-08,47,Tablet
U0342,C0029,2023-04-09,94,Desktop
U0910,C0430,2022-06-23,56,Mobile
U0595,C0328,2021-05-17,0,Smart TV
U0683,C0423,2023-12-01,69,Desktop
U0439,C0125,2023-12-20,99,Desktop
U0632,C0374,2023-08-07,54,Smart TV
U0064,C0340,2022-04-08,55,Smart TV
U0950,C0217,2022-12-19,49,Laptop
U0605,C0019,2024-05-08,81,Tablet
U0393,C0209,2023-12-12,79,Mobile
U0270,C0023,2024-06-16,13,Tablet
U0813,C0055,2023-09-07,80,Smart TV
U0833,C0105,2024-05-14,28,Smart TV
U0861,C0429,2023-01-20,41,Laptop
U0391,C0361,2020-12-27,73,Desktop
U0817,C0023,2022-06-02,68,Tablet
U0705,C0246,2022-07-22,104,Smart TV
U0680,C0251,2023-07-21,45,Tablet
U0548,C0415,2022-10-26,63,Desktop
U0227,C0182,2022-01-19,80,Desktop
U0294,C0323,2022-06-28,63,Smart TV
U0625,C0013,2023-08-29,93,Tablet
U0983,C0023,2021-02-17,73,Mobile
U0509,C0015,2022-06-03,75,Laptop
U0672,C0258,2024-01-28,59,Tablet
U0335,C0378,2024-03-05,57,Tablet
U0160,C0148,2024-02-05,89,Tablet
U0605,C0455,2022-09-04,32,Mobile
U0447,C0068,2022-04-20,94,Smart TV
U0472,C0018,2020-03-07,65,Desktop
U0942,C0389,2021-09-13,61,Tablet
U0698,C0047,2022-09-27,59,Laptop
U0802,C0157,2023-07-02,125,Mobile
U0201,C0168,2021-05-09,106,Mobile
U0186,C0004,2022-03-18,109,Smart TV
U0471,C0118,2021-05-06,24,Mobile
U0758,C0088,2023-03-21,94,Mobile
U0697,C0338,2023-10-28,38,Smart TV
U0093,C0370,2023-11-11,102,Desktop
U0971,C0449,2022-10-01,55,Tablet
U0357,C0190,2021-05-03,37,Mobile
U0389,C0468,2024-06-26,113,Smart TV
U0227,C0359,2023-11-15,37,Tablet
U0951,C0035,2023-07-05,44,Tablet
U0152,C0193,2023-04-02,51,Desktop
U0252,C0319,2024-02-04,36,Smart TV
U0448,C0009,2023-03-26,54,Tablet
U0062,C0076,2022-11-04,0,Mobile
U0377,C0216,2024-01-11,71,Tablet
U0551,C0491,2024-05-04,59,Desktop
U0775,C0107,2023-05-07,0,Smart TV
U0137,C0153,2024-06-26,71,Desktop
U0683,C0437,2024-01-17,15,Smart TV
U0308,C0492,2024-06-19,50,Smart TV
U0283,C0263,2024-05-22,48,Smart TV
U0025,C0389,2023-11-30,78,Smart TV
U0548,C0491,2022-11-30,71,Desktop
U0489,C0376,2022-05-20,74,Desktop
U0054,C0069,2023-06-14,62,Laptop
U0874,C0319,2023-01-12,53,Tablet
U0189,C0491,2022-10-02,81,Laptop
U0835,C0117,2022-08-12,51,Smart TV
U0096,C0381,2023-11-09,32,Desktop
U0924,C0086,2024-03-11,57,Laptop
U0929,C0136,2024-05-06,55,Desktop
U0246,C0251,2020-12-16,63,Tablet
U0627,C0053,2024-06-10,61,Desktop
U0478,C0291,2023-09-14,17,Desktop
U0170,C0344,2022-05-31,90,Tablet
U0352,C0011,2024-03-27,88,Tablet
U0152,C0357,2020-05-07,97,Tablet
U0102,C0053,2021-10-19,66,Smart TV
U0356,C0218,2023-11-29,42,Laptop
U0847,C0231,2024-06-01,38,Laptop
U0632,C0356,2023-09-06,20,Smart TV
U0960,C0046,2024-04-16,68,Mobile
U0082,C0182,2023-06-08,57,Desktop
U0038,C0094,2022-10-16,46,Laptop
U0187,C0141,2023-10-01,27,Smart TV
U0809,C0492,2022-12-20,70,Mobile
U0357,C0042,2022-06-10,53,Tablet
U0941,C0293,2022-02-19,93,Laptop
U0641,C0037,2021-08-07,60,Mobile
U0294,C0198,2021-10-29,99,Laptop
U0781,C0080,2022-04-05,133,Laptop
U0689,C0472,2022-04-06,32,Laptop
U0243,C0481,2024-01-22,38,Tablet
U0204,C0239,2022-12-12,82,Smart TV
U0919,C0476,2023-09-28,35,Tablet
U0426,C0453,2023-10-19,99,Mobile
U0969,C0123,2021-12-28,19,Desktop
U0758,C0099,2022-11-18,74,Smart TV
U0247,C0367,2023-07-30,93,Laptop
U0123,C0088,2024-02-20,16,Laptop
U0810,C0158,2022-01-06,69,Tablet
U0953,C0278,2021-09-12,38,Smart TV
U0905,C0204,2024-02-28,0,Tablet
U0606,C0030,2024-05-20,58,Laptop
U0225,C0105,2021-12-31,52,Desktop
U0003,C0161,2024-06-04,63,Mobile
U0816,C0318,2023-08-04,47,Laptop
U0287,C0053,2024-02-29,58,Laptop
U0184,C0108,2022-07-18,78,Tablet
U0823,C0183,2024-06-08,47,Smart TV
U0185,C0326,2024-06-21,104,Laptop
U0944,C0129,2024-03-19,70,Mobile
U0258,C0104,2023-10-14,60,Smart TV
U0209,C0401,2021-09-02,87,Desktop
U0556,C0403,2023-04-19,82,Laptop
U0999,C0424,2021-08-24,80,Desktop
U0871,C0272,2023-07-16,45,Smart TV
U0145,C0353,2022-05-26,44,Desktop
U0125,C0119,2021-10-27,98,Tablet
U0294,C0396,2022-04-08,83,Smart TV
U0447,C0279,2021-05-12,72,Tablet
U0405,C0195,2023-11-24,70,Mobile
U0299,C0263,2022-05-24,48,Desktop
U0569,C0161,2023-06-28,70,Desktop
U0881,C0126,2022-06-27,79,Mobile
U0996,C0391,2022-10-16,97,Smart TV
U0511,C0241,2023-10-25,59,Mobile
U0389,C0136,2023-12-26,46,Mobile
U0109,C0273,2024-03-31,59,Laptop
U0807,C0431,2023-12-08,36,Desktop
U0085,C0156,2022-09-16,102,Laptop
U0986,C0261,2024-02-11,7,Smart TV
U0559,C0334,2022-04-24,64,Tablet
U0592,C0277,2021-10-02,155,Desktop
U0714,C0433,2023-11-07,34,Laptop
U0539,C0018,2023-04-05,69,Tablet
U0463,C0137,2023-05-04,1,Mobile
U0914,C0055,2023-03-04,34,Tablet
U0016,C0056,2021-05-31,96,Laptop
U0561,C0385,2023-04-29,109,Mobile
U0284,C0235,2023-01-19,5,Tablet
U0969,C0126,2022-01-18,91,Mobile
U0072,C0420,2022-02-14,40,Tablet
U0760,C0225,2022-01-16,37,Laptop
U0532,C0050,2022-09-07,118,Mobile
U0174,C0037,2023-11-25,85,Mobile
U0845,C0024,2024-01-08,41,Tablet
U0880,C0258,2022-03-08,43,Smart TV
U0890,C0298,2022-05-17,116,Laptop
U0396,C0495,2023-01-18,60,Smart TV
U0380,C0453,2023-08-10,90,Mobile
U0522,C0431,2024-03-29,70,Tablet
U0145,C0240,2022-09-20,96,Mobile
U0084,C0002,2024-02-03,54,Tablet
U0719,C0357,2023-07-04,69,Laptop
U0903,C0075,2021-12-02,100,Smart TV
U0252,C0137,2024-04-13,96,Tablet
U0878,C0018,2024-01-19,108,Smart TV
U0228,C0034,2023-06-02,64,Mobile
U0298,C0498,2022-12-08,58,Laptop
U0848,C0214,2022-11-12,60,Tablet
U0251,C0434,2024-03-14,73,Smart TV
U0370,C0490,2023-08-30,75,Smart TV
U0541,C0250,2024-06-11,93,Laptop
U0081,C0285,2024-03-06,78,Desktop
U0824,C0180,2022-11-21,34,Laptop
U0928,C0150,2023-12-21,48,Tablet
U0495,C0427,2024-06-10,104,Tablet
U0742,C0433,2024-03-24,52,Laptop
U0009,C0231,2024-03-11,81,Tablet
U0167,C0181,2023-06-10,43,Mobile
U0928,C0118,2021-08-14,68,Smart TV
U0091,C0474,2023-06-01,107,Desktop
U0054,C0178,2024-01-25,70,Desktop
U0601,C0126,2022-02-14,94,Laptop
U0964,C0098,2023-06-01,49,Laptop
U0793,C0113,2023-01-12,79,Desktop
U0982,C0395,2022-03-23,65,Tablet
U0145,C0400,2022-03-13,60,Mobile
U0755,C0049,2022-11-24,69,Tablet
U0357,C0063,2022-08-25,68,Tablet
U0454,C0349,2023-02-03,48,Tablet
U0306,C0077,2024-03-27,6,Desktop
U0728,C0360,2021-02-19,73,Smart TV
U0482,C0412,2021-11-12,0,Laptop
U0393,C0032,2023-12-16,32,Mobile
U0116,C0460,2024-03-11,82,Desktop
U0262,C0381,2024-05-29,85,Laptop
U0036,C0169,2024-05-30,31,Mobile
U0593,C0263,2020-06-29,55,Tablet
U0071,C0099,2023-12-08,83,Desktop
U0987,C0233,2023-06-14,30,Smart TV
U0838,C0344,2023-08-06,21,Tablet
U0191,C0021,2024-03-08,56,Mobile
U0812,C0117,2022-02-14,82,Desktop
U0545,C0430,2024-03-11,64,Tablet
U0456,C0277,2022-08-16,1,Smart TV
U0668,C0241,2021-11-13,0,Desktop
U0730,C0334,2023-04-19,34,Tablet
U0008,C0355,2023-08-31,40,Desktop
U0878,C0407,2023-01-27,70,Tablet
U0215,C0294,2023-12-18,94,Laptop
U0262,C0327,2023-01-24,56,Smart TV
U0845,C0146,2023-02-09,57,Tablet
U0499,C0215,2021-03-02,75,Smart TV
U0883,C0485,2024-05-25,39,Tablet
U0288,C0343,2024-05-06,29,Laptop
U0668,C0216,2022-11-04,83,Tablet
U0535,C0405,2022-12-22,77,Desktop
U0970,C0242,2023-12-29,64,Laptop
U0637,C0408,2024-06-22,88,Mobile
U0120,C0480,2023-10-22,25,Smart TV
U0238,C0062,2021-12-18,116,Tablet
U0884,C0251,2023-09-05,11,Desktop
U0767,C0450,2023-05-07,117,Tablet
U0167,C0103,2021-01-20,96,Laptop
U0059,C0367,2023-09-24,84,Mobile
U0146,C0047,2021-01-15,37,Laptop
U0102,C0220,2023-12-22,86,Smart TV
U0883,C0449,2024-05-07,0,Mobile
U0584,C0252,2024-04-12,88,Smart TV
U0728,C0345,2021-04-26,60,Smart TV
U0246,C0484,2022-04-26,15,Mobile
U0072,C0163,2021-10-21,73,Desktop
U0331,C0488,2023-08-25,80,Mobile
U0461,C0131,2024-06-25,60,Mobile
U0381,C0500,2022-09-09,49,Smart TV
U0951,C0213,2023-12-19,52,Desktop
U0561,C0312,2022-11-29,19,Tablet
U0008,C0184,2024-05-12,51,Mobile
U0590,C0296,2020-09-18,64,Laptop
U0449,C0402,2023-07-04,63,Desktop
U0283,C0116,2024-03-04,54,Mobile
U0740,C0426,2022-10-15,45,Tablet
U0607,C0336,2022-11-17,24,Laptop
U0754,C0421,2021-07-02,30,Desktop
U0234,C0459,2023-08-26,53,Mobile
U0094,C0288,2021-11-13,90,Mobile
U0584,C0425,2023-05-27,114,Smart TV
U0509,C0303,2022-11-13,88,Smart TV
U0757,C0363,2023-10-03,0,Laptop
U0687,C0108,2023-01-25,72,Mobile
U0954,C0382,2024-05-13,63,Desktop
U0240,C0233,2024-06-07,38,Smart TV
U0854,C0352,2023-12-04,70,Tablet
U0389,C0037,2024-06-03,35,Laptop
U0550,C0005,2024-03-23,5,Tablet
U0931,C0461,2023-09-10,87,Tablet
U0128,C0074,2022-05-02,81,Tablet
U0124,C0106,2023-01-06,43,Desktop
U0812,C0014,2021-04-21,73,Mobile
U0793,C0424,2024-06-11,0,Laptop
U0871,C0064,2022-03-29,67,Smart TV
U0203,C0038,2024-01-01,49,Laptop
U0780,C0157,2024-02-26,34,Laptop
U0348,C0477,2021-11-28,63,Tablet
U0670,C0319,2023-11-14,55,Mobile
U0036,C0250,2024-02-12,20,Desktop
U0294,C0136,2024-03-06,107,Smart TV
U0660,C0048,2022-02-17,52,Smart TV
U0670,C0478,2023-09-03,34,Tablet
U0189,C0205,2022-08-12,46,Desktop
U0723,C0145,2024-06-04,63,Smart TV
U0577,C0023,2020-04-07,56,Tablet
U0480,C0241,2023-08-30,39,Mobile
U0799,C0048,2024-05-12,111,Tablet
U0762,C0108,2024-03-23,76,Smart TV
U0832,C0024,2023-11-02,58,Smart TV
U0165,C0287,2023-08-01,60,Tablet
U0422,C0276,2024-03-05,61,Smart TV
U0093,C0087,2023-07-09,60,Desktop
U0383,C0080,2022-12-28,33,Mobile
U0272,C0058,2024-03-24,134,Laptop
U0361,C0359,2022-09-27,30,Smart TV
U0297,C0119,2024-02-26,65,Laptop
U0106,C0294,2023-08-26,12,Smart TV
U0765,C0256,2024-06-23,44,Mobile
U0600,C0236,2020-10-17,18,Laptop
U0008,C0196,2023-05-23,33,Tablet
U0038,C0326,2023-10-20,58,Smart TV
U0332,C0216,2023-12-27,54,Laptop
U0755,C0357,2023-06-05,70,Desktop
U0997,C0454,2023-06-18,6,Desktop
U0423,C0314,2021-06-08,61,Mobile
U0747,C0041,2024-05-17,41,Laptop
U0016,C0257,2022-08-10,66,Laptop
U0500,C0195,2024-06-01,80,Laptop
U0388,C0172,2020-09-25,97,Mobile
U0144,C0055,2021-07-27,24,Mobile
U0635,C0190,2023-01-22,110,Laptop
U0300,C0275,2024-06-15,12,Desktop
U0757,C0350,2024-01-28,30,Laptop
U0372,C0475,2024-06-10,53,Laptop
U0587,C0262,2022-06-06,47,Tablet
U0092,C0241,2024-01-16,64,Laptop
U0846,C0473,2023-07-09,75,Desktop
U0895,C0026,2022-03-12,29,Desktop
U0390,C0036,2022-09-19,98,Smart TV
U0941,C0438,2023-08-09,0,Mobile
U0269,C0287,2023-03-18,60,Tablet
U1000,C0160,2023-12-27,111,Laptop
U0911,C0395,2023-05-14,54,Smart TV
U0757,C0106,2024-02-21,35,Mobile
U0138,C0126,2022-02-08,63,Smart TV
U0468,C0051,2023-08-06,37,Laptop
U0843,C0249,2023-05-11,77,Desktop
U0058,C0212,2024-03-14,102,Desktop
U0337,C0379,2023-07-04,56,Tablet
U0754,C0366,2022-11-05,126,Mobile
U0905,C0252,2023-01-29,90,Laptop
U0268,C0046,2023-11-09,43,Smart TV
U0060,C0057,2024-02-14,49,Laptop
U0540,C0082,2022-01-12,66,Laptop
U0837,C0112,2023-09-09,63,Tablet
U0377,C0319,2023-12-10,37,Desktop
U0589,C0366,2023-11-03,109,Tablet
U0171,C0118,2021-04-03,19,Laptop
U0525,C0396,2022-02-14,110,Tablet
U0434,C0264,2024-04-07,71,Smart TV
U0841,C0426,2023-03-21,63,Laptop
U0115,C0454,2022-10-12,63,Tablet
U0463,C0443,2023-03-16,78,Desktop
U0838,C0347,2023-03-08,66,Mobile
U0501,C0252,2022-11-04,50,Mobile
U0106,C0250,2023-08-25,85,Tablet
U0400,C0481,2023-07-13,0,Smart TV
U0186,C0314,2023-08-01,59,Laptop
U0216,C0300,2022-02-06,111,Tablet
U0356,C0469,2024-01-05,32,Mobile
U0172,C0301,2024-04-25,90,Smart TV
U0717,C0161,2023-10-19,72,Smart TV
U0141,C0237,2023-08-20,71,Desktop
U0215,C0305,2023-11-27,87,Desktop
U0086,C0073,2024-02-19,105,Desktop
U0337,C0379,2023-03-25,58,Desktop
U0555,C0248,2024-06-23,29,Desktop
U0741,C0290,2023-09-30,42,Mobile
U0344,C0063,2021-08-08,16,Desktop
U0685,C0136,2023-08-24,45,Smart TV
U0343,C0145,2024-06-15,65,Mobile
U0771,C0272,2023-01-13,48,Desktop
U0444,C0358,2024-05-28,72,Smart TV
U0099,C0215,2020-04-05,41,Desktop
U0546,C0353,2022-11-01,25,Mobile
U0110,C0124,2022-07-24,0,Desktop
U0270,C0384,2023-05-09,48,Tablet
U0877,C0465,2023-07-03,57,Desktop
U0713,C0297,2023-12-04,54,Mobile
U0875,C0203,2023-02-28,56,Laptop
U0878,C0206,2024-03-30,67,Tablet
U0335,C0362,2021-02-09,34,Tablet
U0313,C0153,2023-11-13,74,Desktop
U0376,C0401,2023-06-19,53,Mobile
U0643,C0280,2023-06-19,86,Desktop
U0091,C0405,2022-04-14,31,Tablet
U0172,C0054,2022-11-22,33,Smart TV
U0208,C0295,2024-01-22,47,Mobile
U0533,C0300,2023-07-29,8,Smart TV
U0617,C0418,2024-02-23,13,Desktop
U0989,C0325,2023-03-17,97,Tablet
U0798,C0314,2023-07-21,40,Laptop
U0073,C0436,2024-01-09,53,Smart TV
U0163,C0332,2024-03-20,77,Desktop
U0967,C0242,2024-06-18,101,Tablet
U0558,C0314,2022-06-04,66,Tablet
U0207,C0300,2023-10-30,67,Laptop
U0595,C0059,2024-01-05,41,Desktop
U0830,C0498,2023-01-30,22,Desktop
U0480,C0043,2022-01-18,73,Tablet
U0933,C0309,2024-05-27,75,Desktop
U0512,C0490,2024-02-14,43,Desktop
U0510,C0314,2020-12-19,30,Tablet
U0307,C0198,2021-06-28,87,Desktop
U0882,C0476,2022-06-11,26,Laptop
U0285,C0421,2024-04-09,74,Desktop
U0203,C0441,2023-03-23,50,Tablet
U0206,C0326,2023-12-18,51,Laptop
U0911,C0276,2022-01-25,56,Laptop
U0848,C0256,2023-10-18,20,Tablet
U0752,C0358,2022-02-12,82,Desktop
U0903,C0410,2021-03-01,55,Desktop
U0216,C0218,2022-05-30,54,Tablet
U0375,C0151,2021-12-18,70,Desktop
U0228,C0214,2024-05-27,67,Laptop
U0930,C0099,2024-04-11,66,Tablet
U0868,C0101,2023-11-26,68,Laptop
U0324,C0389,2023-08-05,26,Smart TV
U0038,C0033,2024-05-13,92,Desktop
U0921,C0211,2023-07-09,42,Laptop
U0587,C0113,2023-09-24,69,Desktop
U0808,C0393,2023-02-10,83,Mobile
U0306,C0390,2024-01-05,76,Smart TV
U0681,C0179,2021-06-06,92,Smart TV
U0939,C0066,2024-02-20,75,Smart TV
U0258,C0274,2024-02-15,69,Smart TV
U0653,C0390,2024-04-04,35,Mobile
U0971,C0137,2021-10-21,65,Tablet
U0311,C0431,2024-01-17,22,Mobile
U0977,C0457,2024-02-10,58,Mobile
U0072,C0315,2022-03-01,70,Desktop
U0592,C0484,2021-03-08,92,Smart TV
U0698,C0368,2021-10-02,52,Desktop
U0508,C0445,2020-07-13,43,Smart TV
U0667,C0191,2024-02-25,81,Laptop
